title,summary
Senior Research Scientist,"
Amazon Elastic File System (EFS) is looking for a Senior Research Scientist to dive deep into the vast data generated by a core AWS storage service and applying..."
Senior Investment Research Operations Analyst,"
Demonstrated Expertise (“DE”) in data analysis for impact on business processes within an asset management environment, including writing Excel macros or SQL..."
Data Scientist,"
Create insightful data visualizations that highlight trends. Interface with data experts & data sourcing resources...."
Statistical Design Analyst,"
They develop and maintain data preparation and validation routines to support data mining and have experience in creating complex data mining algorithms...."
Data Operations Analyst,"
As a Data Operations Analyst you will work with data scientists, data architects, consultants and clients on projects that use complex data and advanced..."
"Operations Research, Senior Analyst","
AMPL, R, Matlab, etc). The Operations Analytics group at Wayfair is looking for a Senior Operations Research Analyst to join the team!..."
Data Scientist / Machine Learning Scientist,"Data Scientist / Machine Learning Scientist. Strong knowledge of computer vision, sensor data fusion and analytics, and machine learning algorithms with proven..."
Data Scientist,"5 or more years of progressively complex experience in data analytics.· Demonstrates proficiency in most areas of mathematical analysis methods, machine..."
Full-stack Developer,"
As our first full-time in-house developer, you’ll be working with our team of data scientists and back-end java developers to build and maintain Freebird’s..."
Energy Market Analyst - Data Analysis,"
Energy Market Analyst – Data Analysis*. Ability to change direction quickly based on data analysis. You will also apply innovative techniques to “see through..."
Motion Planning / Controls,"
Strong background in data structures and algorithms. Motion Planning / Controls – Research Scientist or Engineer...."
Research Scientist,"
The Research and Advanced Development team at Amazon Robotics is seeking passionate and talented research scientists to work on cutting edge algorithms to drive..."
Research Analyst III,"
The mission of the Massachusetts Department of Public Health (DPH) is to prevent illness, injury, and premature death, to assure access to high quality public..."
Scientist / Engineer - Virus & Gene Therapy Bioprocessing,"
Through dedicated collaboration on new scientific and engineering insights, and as one of the top three R&D investors in the Life Science Tools industry,..."
Health Research Analyst I,"
The Health Research Analyst I is an entry level position that will support data analytic and data management activities related to various MBHP initiatives..."
Data Scientist Consultancy / Python / R,"
Machine Learning Python R Advanced Analytics Data Science Analysis Algorithms Bayesian Statistics Statistical Modelling Probabilistic Modelling Computational..."
